prk_center_id,name,cells,la,lo,klass,confidence,b_sig,p_sig,std_match
11657-29391-00007-00-1,대우공업,9,37.3878161294,126.9432098225,애매,0.3,False,False,False
11657-29391-00008-00-1,,2,37.3880858575,126.9420171702,부설,0.9,False,False,False
11657-29391-00009-00-1,,3,37.3879884539,126.9418275377,부설,0.9,False,False,False
11657-29391-00010-00-1,일신목형,5,37.3878946719,126.9416740376,애매,0.3,False,False,False
11657-29391-00011-00-1,(주)산리츠코리아 안양공장,3,37.388010313,126.9423063066,부설,0.9,True,False,False
11657-29391-00012-00-1,,4,37.3878552819,126.9421935045,부설,0.9,False,False,False
11657-29391-00013-00-1,,2,37.3896816371,126.9217935689,부설,0.9,False,False,False
11657-29391-00015-00-1,성원아파트,324,37.3901310463,126.9201444066,부설,0.9,True,False,False
11658-29391-00001-00-1,,2,37.3857510572,126.9299096648,부설,0.9,False,False,False
11658-29391-00002-00-1,,2,37.3903180548,126.9195479662,부설,0.9,False,False,False
11658-29391-00003-00-1,,10,37.3901558493,126.9195165207,부설,0.9,False,False,False
11658-29391-00004-00-1,,3,37.3898386772,126.919498792,부설,0.9,False,False,False
11658-29391-00005-00-1,,6,37.390159142,126.9190603027,부설,0.9,False,False,False
11658-29391-00006-00-1,,2,37.389946284,126.9187443441,부설,0.9,False,False,False
11658-29391-00007-00-1,,5,37.3898129141,126.9187173864,부설,0.9,False,False,False
11658-29391-00008-00-1,안양동 618-102 제2종근린생활시설 (가향교회),2,37.3898095207,126.9190245429,부설,0.9,True,False,False
11658-29391-00017-00-1,,6,37.3841053491,126.946283918,부설,0.9,False,False,False
11658-29391-00018-00-1,,5,37.3851982694,126.9482569268,부설,0.9,False,False,False
11658-29391-00019-00-1,,7,37.3859472511,126.9467478265,부설,0.9,False,False,False
11658-29391-00020-00-1,,5,37.3862283357,126.9466708431,부설,0.9,False,False,False
11658-29391-00031-00-1,,2,37.3866767242,126.9500626177,부설,0.9,False,False,False
11658-29391-00032-00-1,상명팰리스,10,37.3864459916,126.9498956509,부설,0.9,True,False,False
11658-29391-00033-00-1,,1,37.3865794404,126.9501259169,부설,0.9,False,False,False
11658-29392-00030-00-1,범계성당,32,37.3869108793,126.9498004891,부설,0.9,True,False,False
11658-29392-00034-00-1,,4,37.3863524377,126.950257053,부설,0.9,False,False,False
11660-29391-00001-00-1,정진빌딩,39,37.3825398063,126.9612256802,부설,0.9,True,False,False
11660-29391-00003-00-1,안양소방서귀인파출소,2,37.3818983702,126.9615105487,애매,0.3,False,False,False
11660-29391-00004-00-1,,8,37.3851658895,126.9277422049,부설,0.9,False,False,False
11660-29391-00005-00-1,,4,37.3854146049,126.9277961666,부설,0.9,False,False,False
11660-29392-00002-00-1,갈산프라자빌딩,23,37.3823524185,126.9613025573,부설,0.9,True,False,False
11668-29391-00001-00-1,,3,37.3870281499,126.9320403999,부설,0.9,False,False,False
11675-29391-00001-00-1,성우빌라,3,37.3857750362,126.9278319546,부설,0.9,True,False,False
11675-29391-00002-00-1,,2,37.3854652301,126.9280716364,부설,0.9,False,False,False
11675-29391-00003-00-1,다가구주택,1,37.3855231011,126.9284103334,부설,0.9,True,False,False
11675-29391-00004-00-1,다가구주택,2,37.3854510548,126.9284691189,부설,0.9,True,False,False
11675-29391-00005-00-1,대림프라자,15,37.3619975375,126.9647897834,부설,0.9,True,False,False
11675-29391-00006-00-1,건축허가번호. 121,2,37.3620913871,126.9652728759,부설,0.9,True,False,False
11675-29391-00007-00-1,덕유파크,76,37.3622599395,126.962518463,부설,0.9,True,False,False
11675-29391-00008-00-1,(주)오상헬스케어,78,37.3915601138,126.9418383291,부설,0.9,True,False,False
11675-29391-00009-00-1,부성정밀,10,37.3911636551,126.9418205672,부설,0.9,True,False,False
11675-29391-00011-00-1,,4,37.3908718148,126.9420059905,부설,0.9,False,False,False
11675-29391-00012-00-1,C동,161,37.3905908549,126.9423314311,애매,0.3,False,False,False
11675-29391-00013-00-1,,12,37.3902879523,126.9420064403,애매,0.3,False,False,False
11675-29391-00014-00-1,,5,37.3835653526,126.9333352671,부설,0.9,False,False,False
11675-29391-00016-00-1,동신빌딩,13,37.3830189071,126.9358243685,부설,0.9,True,False,False
11675-29391-00017-00-1,,3,37.3881128784,126.9258693997,부설,0.9,False,False,False
11675-29391-00018-00-1,안양세무서 청사,100,37.3885593303,126.9251462593,비부설,0.9,False,True,False
11675-29391-00024-00-1,수리산파크원,300,37.3889477705,126.9238901741,부설,0.9,True,False,False
11675-29391-00029-00-1,부광모터스,4,37.3900185972,126.9439805626,애매,0.3,False,False,False
11675-29391-00030-00-1,대기빌딩,4,37.3894497098,126.9451734564,부설,0.9,True,False,False
11675-29391-00031-00-1,,30,37.3900584064,126.9443283397,애매,0.3,False,False,False
11675-29391-00032-00-1,,2,37.3894094695,126.943904228,부설,0.9,False,False,False
11675-29391-00033-00-1,,12,37.3891571596,126.94385473,애매,0.3,False,False,False
11675-29391-00034-00-1,,8,37.3893768413,126.9435022457,부설,0.9,False,False,False
11675-29391-00035-00-1,,20,37.3891029002,126.9434392145,애매,0.3,False,False,False
11675-29391-00036-00-1,,12,37.3888505879,126.9433852012,애매,0.3,False,False,False
11675-29391-00037-00-1,,9,37.3886163026,126.9433447255,부설,0.9,False,False,False
11675-29391-00038-00-1,,17,37.3888363612,126.9437826988,애매,0.3,False,False,False
11675-29391-00039-00-1,,9,37.3885948613,126.9437286766,부설,0.9,False,False,False
11675-29391-00040-00-1,(주)텔레테크,16,37.3883749881,126.9436791554,부설,0.9,True,False,False
11675-29391-00041-00-1,,5,37.3881731569,126.9436747895,부설,0.9,False,False,False
11676-29391-00002-00-1,숲속이삭어린이집,5,37.3793431736,126.9519553055,부설,0.9,True,False,False
11676-29391-00003-00-1,실내게이트볼장,343,37.3786146556,126.9507634713,애매,0.3,False,False,False
11676-29391-00004-00-1,,8,37.3791810661,126.9521450943,부설,0.9,False,False,False
11676-29391-00005-00-1,박은섭씨건물,4,37.3791701549,126.9519012201,애매,0.3,False,False,False
11676-29391-00006-00-1,,5,37.3767881921,126.9527608143,부설,0.9,False,False,False
11676-29391-00007-00-1,수성드림빌아파트,16,37.3781545044,126.9536677249,부설,0.9,True,False,False
11676-29391-00008-00-1,안양시새마을회관,11,37.3781183338,126.9533380606,애매,0.3,False,False,False
11676-29391-00009-00-1,호계동 새마을회관 주차장,25,37.3780352803,126.9529361659,애매,0.3,False,False,False
11676-29391-00010-00-1,,2,37.3771378455,126.9529005971,부설,0.9,False,False,False
11676-29391-00011-00-1,호계상가,1,37.3768206794,126.9528872469,부설,0.9,True,False,False
11676-29391-00012-00-1,,5,37.3767340329,126.952516975,부설,0.9,False,False,False
11676-29391-00013-00-1,LSIS R&D Campus,180,37.3732768681,126.9504869706,애매,0.3,False,False,False
11676-29391-00027-00-1,,5,37.3899206443,126.9235323507,부설,0.9,False,False,False
11676-29391-00028-00-1,,4,37.3832017544,126.9340763045,부설,0.9,False,False,False
11676-29391-00029-00-1,,5,37.3830396331,126.9341893602,부설,0.9,False,False,False
11676-29391-00030-00-1,,4,37.3828003753,126.9317416076,부설,0.9,False,False,False
11676-29391-00031-00-1,영인크로매스(주),26,37.3849356744,126.9415995464,부설,0.9,True,False,False
11676-29391-00032-00-1,,21,37.3845210292,126.9412475703,애매,0.3,False,False,False
11676-29391-00033-00-1,,2,37.3847015152,126.9418165272,부설,0.9,False,False,False
11677-29391-00002-00-1,명지캐럿162 주상복합아파트,223,37.3848707803,126.9346710423,부설,0.9,True,False,False
11677-29391-00006-00-1,현대센타빌딩,19,37.384243453,126.9342831572,부설,0.9,True,False,False
11677-29391-00007-00-1,,5,37.3903588704,126.9329859608,부설,0.9,False,False,False
11677-29391-00008-00-1,,5,37.3913352829,126.9324656313,부설,0.9,False,False,False
11677-29391-00009-00-1,세한,24,37.3920990544,126.9319499976,애매,0.3,False,False,False
11677-29391-00010-00-1,,2,37.3855847626,126.9290606798,부설,0.9,False,False,False
11677-29391-00011-00-1,,2,37.385415457,126.9292053734,부설,0.9,False,False,False
11677-29391-00012-00-1,,1,37.3855019065,126.9291239916,부설,0.9,False,False,False
11677-29391-00013-00-1,씨티캐슬8차,8,37.3851702596,126.9290068701,부설,0.9,True,False,False
11677-29391-00014-00-1,,4,37.3875280933,126.9438198102,부설,0.9,False,False,False
11677-29391-00016-00-1,,5,37.386248256,126.9430167852,부설,0.9,False,False,False
11677-29391-00017-00-1,,5,37.3859134279,126.9437532642,부설,0.9,False,False,False
11677-29391-00018-00-1,(주)조인텍 공장,12,37.387067064,126.9444434713,부설,0.9,True,False,False
11677-29391-00019-00-1,안양우편물류센터,304,37.3890566283,126.9446678487,부설,0.9,True,False,False
11677-29391-00020-00-1,(주)세진전자통신,15,37.3886203232,126.9442209979,부설,0.9,True,False,False
11677-29391-00021-00-1,동보전자,51,37.3882963924,126.9451562288,애매,0.3,False,False,False
11677-29391-00022-00-1,,2,37.3881456269,126.9464797772,부설,0.9,False,False,False
11677-29391-00023-00-1,동우빌딩,20,37.3883139414,126.944148955,부설,0.9,True,False,False
11677-29391-00024-00-1,호계동 901-40 공장 (산남건설(주)),10,37.3880580232,126.9440904258,부설,0.9,True,False,False
11677-29391-00025-00-1,,4,37.3878057858,126.9441945003,부설,0.9,False,False,False
11677-29391-00027-00-1,,91,37.3893208552,126.947133896,애매,0.3,False,False,False
11677-29391-00028-00-1,거봉빌딩,10,37.3891371493,126.9473643877,부설,0.9,True,False,False
11677-29392-00001-00-1,,5,37.3851374632,126.9346346775,부설,0.9,False,False,False
11677-29392-00005-00-1,케이앤알빌딩,38,37.3844059371,126.934825011,부설,0.9,True,False,False
11677-29392-00026-00-1,대교빌딩,46,37.3896234245,126.9467452264,부설,0.9,True,False,False
11678-29391-00001-00-1,,4,37.3890687061,126.9331632687,부설,0.9,False,False,False
11678-29391-00002-00-1,드림아트빌,6,37.3851806495,126.9283067754,부설,0.9,True,False,False
11678-29391-00003-00-1,,6,37.3851988912,126.928672609,부설,0.9,False,False,False
11678-29391-00004-00-1,,2,37.3849392929,126.9285012217,부설,0.9,False,False,False
11678-29391-00005-00-1,,2,37.3848600438,126.9285690468,부설,0.9,False,False,False
11678-29391-00006-00-1,신진 센스빌,6,37.3846439046,126.928745401,부설,0.9,True,False,False
11678-29391-00007-00-1,,1,37.3847016598,126.9288943957,부설,0.9,False,False,False
11678-29391-00008-00-1,,3,37.3680701788,126.9535429728,부설,0.9,False,False,False
11678-29391-00009-00-1,호계동 여관,6,37.3678829612,126.9540443244,애매,0.3,False,False,False
11679-29391-00001-00-1,,9,37.3850459617,126.932150589,부설,0.9,False,False,False
11679-29391-00002-00-1,도정오피스텔,108,37.3850064899,126.9324532412,부설,0.9,True,False,False
11680-29391-00001-00-1,,2,37.3847505452,126.9323586211,부설,0.9,False,False,False
11680-29391-00002-00-1,안양아트센터,141,37.3849373277,126.931265421,애매,0.3,False,False,False
11681-29391-00001-00-1,아임Vill,11,37.3846838857,126.9293054274,애매,0.3,False,False,False
11681-29391-00002-00-1,,90,37.3853198572,126.9321232421,애매,0.3,False,False,False
11681-29391-00003-00-1,명학성당,12,37.3845079867,126.9304889514,부설,0.9,True,False,False
11681-29391-00004-00-1,현대맨션,6,37.3842017316,126.9306473157,부설,0.9,True,False,False
11681-29391-00005-00-1,,2,37.384306364,126.9308414342,부설,0.9,False,False,False
11681-29391-00006-00-1,명품하이츠,14,37.3841586438,126.930922869,애매,0.3,False,False,False
11681-29391-00007-00-1,,1,37.3841008408,126.9306880582,부설,0.9,False,False,False
11681-29391-00008-00-1,,1,37.3840362021,126.9310900958,부설,0.9,False,False,False
11681-29391-00009-00-1,,1,37.3839820828,126.93099078,부설,0.9,False,False,False
11681-29391-00010-00-1,,1,37.3843165294,126.929743885,부설,0.9,False,False,False
11681-29391-00011-00-1,유정빌라,4,37.3842590833,126.9301143015,부설,0.9,True,False,False
11681-29391-00013-00-1,,4,37.3841400414,126.9299337474,부설,0.9,False,False,False
11681-29391-00014-00-1,영림빌딩,2,37.3843274274,126.9298884068,부설,0.9,True,False,False
11681-29391-00015-00-1,,1,37.3636445553,126.9645903368,부설,0.9,False,False,False
11681-29391-00016-00-1,,4,37.3623329337,126.9655165913,부설,0.9,False,False,False
11681-29391-00017-00-1,,5,37.3628188561,126.9634122218,부설,0.9,False,False,False
11681-29391-00018-00-1,호계동 854-10 근린생활시설,1,37.3625088398,126.963209183,부설,0.9,True,False,False
11681-29391-00019-00-1,,2,37.3629306322,126.9635702046,부설,0.9,False,False,False
11681-29391-00020-00-1,호계동 근생/주택,3,37.3630639619,126.9634978945,부설,0.9,True,False,False
11681-29391-00021-00-1,,4,37.3623726784,126.9658597367,부설,0.9,False,False,False
11681-29391-00022-00-1,하늘빌딩,4,37.3618237965,126.9623741911,부설,0.9,True,False,False
11681-29391-00023-00-1,,3,37.3620726624,126.9629520242,부설,0.9,False,False,False
11681-29391-00024-00-1,,10,37.362076344,126.9632003635,부설,0.9,False,False,False
11681-29392-00012-00-1,,3,37.3839853109,126.9303494191,부설,0.9,False,False,False
11682-29391-00001-00-1,호계복합청사,66,37.3676288295,126.9588220109,비부설,0.9,False,True,False
11683-29391-00001-00-1,,3,37.3683045622,126.9538408623,부설,0.9,False,False,False
11683-29391-00002-00-1,,9,37.3684126359,126.9537143572,부설,0.9,False,False,False
11683-29391-00003-00-1,이룸렉스힐,26,37.3683584591,126.953420872,애매,0.3,False,False,False
11683-29391-00005-00-1,,2,37.3677677173,126.9542701763,부설,0.9,False,False,False
11683-29391-00006-00-1,,2,37.367634313,126.9541347885,부설,0.9,False,False,False
11683-29391-00007-00-1,,3,37.3676163816,126.9543650963,부설,0.9,False,False,False
11683-29391-00008-00-1,리버파크,6,37.3675190429,126.9542929053,부설,0.9,True,False,False
11683-29391-00010-00-1,늘해랑아파트,17,37.3669210213,126.9549706055,부설,0.9,True,False,False
11683-29391-00011-00-1,대영골든타워,71,37.3674074979,126.9547671123,부설,0.9,True,False,False
11683-29391-00013-00-1,호계아크로리버,403,37.3666761625,126.9555532602,애매,0.3,False,False,False
11683-29392-00012-00-1,주식회사 금명상사 금명빌딩,162,37.3671877851,126.9551284921,부설,0.9,True,False,False
11684-29391-00001-00-1,다보빌,12,37.3871490032,126.9291676091,부설,0.9,True,False,False
11684-29391-00002-00-1,황실맨션,8,37.3870876443,126.9290186127,부설,0.9,True,False,False
11684-29391-00003-00-1,,8,37.3893379568,126.9313201236,부설,0.9,False,False,False
11684-29391-00004-00-1,,1,37.3891721346,126.931261555,부설,0.9,False,False,False
11684-29391-00005-00-1,,2,37.3893850115,126.9316678843,부설,0.9,False,False,False
11684-29391-00006-00-1,황실빌라 1차,4,37.3898788187,126.9317487414,부설,0.9,True,False,False
11684-29391-00007-00-1,하이원빌,8,37.3899438692,126.9320558359,부설,0.9,True,False,False
11684-29391-00008-00-1,,5,37.38997279,126.9322093866,부설,0.9,False,False,False
11684-29391-00009-00-1,,2,37.3839457696,126.9623586237,부설,0.9,False,False,False
11684-29391-00010-00-1,,4,37.3838773463,126.9625302887,부설,0.9,False,False,False
11684-29391-00011-00-1,,2,37.38375483,126.9626026152,부설,0.9,False,False,False
11684-29392-00012-00-1,,2,37.3836323107,126.9626659082,부설,0.9,False,False,False
11685-29391-00001-00-1,씨티캐슬5차,14,37.3868828274,126.9300531482,부설,0.9,True,False,False
11685-29391-00002-00-1,,2,37.3864504512,126.9302477703,부설,0.9,False,False,False
11685-29391-00003-00-1,,5,37.3871209026,126.9304007201,부설,0.9,False,False,False
11685-29391-00004-00-1,안양동 505-2 업무시설 (상공회의소박찬호),43,37.3862888674,126.9312732207,애매,0.3,False,False,False
11685-29391-00005-00-1,,18,37.3857556269,126.9315582603,애매,0.3,False,False,False
11685-29391-00006-00-1,홍정곤 내과의원,18,37.3859827552,126.9316800054,부설,0.9,True,False,False
11685-29391-00007-00-1,수경,4,37.389752119,126.9307912625,애매,0.3,False,False,False
11685-29391-00008-00-1,주성리치빌,8,37.3896440465,126.9308771838,부설,0.9,True,False,False
11685-29391-00009-00-1,삼성원빌B동,8,37.3897344591,126.9314101009,부설,0.9,True,False,False
11685-29391-00010-00-1,,3,37.389665908,126.9312836889,부설,0.9,False,False,False
11685-29391-00011-00-1,삼성아트빌,8,37.3895143705,126.9309992602,부설,0.9,True,False,False
11685-29391-00012-00-1,,3,37.3894063005,126.9310896978,부설,0.9,False,False,False
11685-29391-00013-00-1,,5,37.3894856773,126.9312386841,부설,0.9,False,False,False
11685-29391-00014-00-1,,4,37.3895578378,126.9313741263,부설,0.9,False,False,False
11685-29391-00015-00-1,삼성원빌A동,8,37.3896263888,126.9315005383,부설,0.9,True,False,False
11685-29391-00016-00-1,,8,37.3894101172,126.9314555657,부설,0.9,False,False,False
11685-29391-00017-00-1,효성 하임빌,8,37.3887656806,126.9326666796,부설,0.9,True,False,False
11687-29391-00001-00-1,건축허가('93-314호),2,37.3843345101,126.960813743,부설,0.9,True,False,False
11687-29391-00002-00-1,건축허가('93-318호),2,37.3844281851,126.960718845,부설,0.9,True,False,False
